id:ID(KG),:LABEL,name,description,xref,provided_by,source
MONDO:0060704,Disease,Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures,Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060713,Disease,Alagille syndrome due to a JAG1 point mutation,Alagille syndrome due to a JAG1 point mutation,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060714,Disease,Autosomal dominant hypophosphatemic rickets,Autosomal dominant hypophosphatemic rickets,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060760,Disease,Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities,Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100017,Disease,Psoriasis 2,Psoriasis 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100038,Disease,Developmental and epileptic encephalopathy 94,Developmental and epileptic encephalopathy 94,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100045,Disease,"Epidermodysplasia verruciformis, susceptibility to, 1","Epidermodysplasia verruciformis, susceptibility to, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100058,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100082,Disease,Noonan syndrome 1,Noonan syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100083,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100084,Disease,"Congenital myopathy 2c, severe infantile, autosomal dominant","Congenital myopathy 2c, severe infantile, autosomal dominant",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100095,Disease,"Neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures","Neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100100,Disease,Muscular dystrophy,Muscular dystrophy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100122,Disease,Mucolipidosis type II;Pseudo-Hurler polydystrophy,Mucolipidosis type II;Pseudo-Hurler polydystrophy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100135,Disease,Severe myoclonic epilepsy in infancy,Severe myoclonic epilepsy in infancy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100137,Disease,"Dyskeratosis congenita, autosomal dominant 2","Dyskeratosis congenita, autosomal dominant 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100150,Disease,"Neuromuscular disease, congenital, with uniform type 1 fiber","Neuromuscular disease, congenital, with uniform type 1 fiber",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100151,Disease,Nephropathic cystinosis,Nephropathic cystinosis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100156,Disease,Imerslund-Grasbeck syndrome,Imerslund-Grasbeck syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100173,Disease,Monocytopenia with susceptibility to infections,Monocytopenia with susceptibility to infections,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100184,Disease,Dystonia 5,Dystonia 5,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100186,Disease,6-Pyruvoyl-tetrahydrobiopterin synthase deficiency,6-Pyruvoyl-tetrahydrobiopterin synthase deficiency,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100213,Disease,"IFAP syndrome 1, with or without BRESHECK syndrome","IFAP syndrome 1, with or without BRESHECK syndrome",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100214,Disease,Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency,Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100216,Disease,Pleuropulmonary blastoma,Pleuropulmonary blastoma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100220,Disease,Rajab interstitial lung disease with brain calcifications 2,Rajab interstitial lung disease with brain calcifications 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100225,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100252,Disease,"Tumoral calcinosis, hyperphosphatemic, familial, 1","Tumoral calcinosis, hyperphosphatemic, familial, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100255,Disease,Adenosine kinase deficiency,Adenosine kinase deficiency,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100259,Disease,Peroxisome biogenesis disorder,Peroxisome biogenesis disorder,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100290,Disease,Colon serrated polyposis,Colon serrated polyposis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100291,Disease,Noonan syndrome 1,Noonan syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100297,Disease,"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1","Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100302,Disease,Levy-Hollister syndrome,Levy-Hollister syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100313,Disease,Wilms tumor 1,Wilms tumor 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100326,Disease,Glanzmann thrombasthenia 2,Glanzmann thrombasthenia 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100342,Disease,Li-Fraumeni syndrome,Li-Fraumeni syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100344,Disease,Bartter disease type 1,Bartter disease type 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100350,Disease,Charcot-Marie-Tooth disease type 2,Charcot-Marie-Tooth disease type 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100354,Disease,Visceral myopathy 1,Visceral myopathy 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100368,Disease,Leber congenital amaurosis 2,Leber congenital amaurosis 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100435,Disease,Schwartz-Jampel syndrome type 1,Schwartz-Jampel syndrome type 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100437,Disease,Retinitis pigmentosa 3,Retinitis pigmentosa 3,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100453,Disease,Leber congenital amaurosis 1,Leber congenital amaurosis 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100462,Disease,"Short stature and advanced bone age, with or without early-onset osteoarthritis and/or osteochondritis dissecans","Short stature and advanced bone age, with or without early-onset osteoarthritis and/or osteochondritis dissecans",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100465,Disease,Intellectual developmental disorder with hypotonia and behavioral abnormalities,Intellectual developmental disorder with hypotonia and behavioral abnormalities,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100506,Disease,Cockayne spectrum with or without cerebrooculofacioskeletal syndrome,Cockayne spectrum with or without cerebrooculofacioskeletal syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100513,Disease,TRAF3 haploinsufficiency,TRAF3 haploinsufficiency,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100533,Disease,Renal tubular dysgenesis,Renal tubular dysgenesis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100542,Disease,Clonal hematopoiesis,Clonal hematopoiesis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100553,Disease,"Glaucoma 1, open angle, A","Glaucoma 1, open angle, A",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100567,Disease,Hereditary angioedema with normal C1Inh,Hereditary angioedema with normal C1Inh,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100574,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100590,Disease,"Hemolytic uremic syndrome, atypical, susceptibility to, 7","Hemolytic uremic syndrome, atypical, susceptibility to, 7",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100605,Disease,Leber congenital amaurosis 1,Leber congenital amaurosis 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0100632,Disease,Hereditary diffuse leukoencephalopathy with spheroids,Hereditary diffuse leukoencephalopathy with spheroids,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700002,Disease,Dystonia 12,Dystonia 12,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700055,Disease,KIF1A related neurological disorder,KIF1A related neurological disorder,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700073,Disease,Glutaric acidemia IIa,Glutaric acidemia IIa,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700080,Disease,EPHB4-associated vascular malformation spectrum,EPHB4-associated vascular malformation spectrum,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700087,Disease,Usher syndrome type 1B,Usher syndrome type 1B,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700107,Disease,"Chromosome 19q13.11 deletion syndrome, distal","Chromosome 19q13.11 deletion syndrome, distal",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700249,Disease,Epidermolytic hyperkeratosis 1,Epidermolytic hyperkeratosis 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700267,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700273,Disease,"Breast-ovarian cancer, familial, susceptibility to, 3","Breast-ovarian cancer, familial, susceptibility to, 3",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700274,Disease,"Breast-ovarian cancer, familial, susceptibility to, 4","Breast-ovarian cancer, familial, susceptibility to, 4",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0700298,Disease,Methylmalonic aciduria and homocystinuria type cblD,Methylmalonic aciduria and homocystinuria type cblD,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800027,Disease,Hereditary diffuse leukoencephalopathy with spheroids,Hereditary diffuse leukoencephalopathy with spheroids,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800028,Disease,"Dyskinesia with orofacial involvement, autosomal dominant","Dyskinesia with orofacial involvement, autosomal dominant",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800030,Disease,TTC7A-related disorder,TTC7A-related disorder,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800045,Disease,"Autoinflammatory syndrome, familial, Behcet-like 1","Autoinflammatory syndrome, familial, Behcet-like 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800129,Disease,"Autoinflammatory disease, X-linked","Autoinflammatory disease, X-linked",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800130,Disease,Autoimmune hemolytic anemia;Autoimmune thrombocytopenia,Autoimmune hemolytic anemia;Autoimmune thrombocytopenia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800131,Disease,"Hyper-IgE recurrent infection syndrome 4A, autosomal dominant","Hyper-IgE recurrent infection syndrome 4A, autosomal dominant",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800181,Disease,Autosomal dominant optic atrophy classic form,Autosomal dominant optic atrophy classic form,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800188,Disease,"Malignant hyperthermia, susceptibility to, 1","Malignant hyperthermia, susceptibility to, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800204,Disease,Calvarial doughnut lesions with bone fragility and spondylometaphyseal dysplasia,Calvarial doughnut lesions with bone fragility and spondylometaphyseal dysplasia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800209,Disease,Congenital fibrosis of extraocular muscles type 1,Congenital fibrosis of extraocular muscles type 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800290,Disease,Li-fraumeni-like syndrome,Li-fraumeni-like syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800320,Disease,X-linked cone-rod dystrophy 1,X-linked cone-rod dystrophy 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800341,Disease,"Congenital myopathy 4B, autosomal recessive","Congenital myopathy 4B, autosomal recessive",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800348,Disease,Retinitis pigmentosa 53,Retinitis pigmentosa 53,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800350,Disease,Left ventricular noncompaction 4,Left ventricular noncompaction 4,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800378,Disease,"17,20-lyase deficiency, isolated","17,20-lyase deficiency, isolated",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800379,Disease,"17-alpha-hydroxylase/17,20-lyase deficiency, combined complete","17-alpha-hydroxylase/17,20-lyase deficiency, combined complete",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800380,Disease,"17-alpha-hydroxylase/17,20-lyase deficiency, combined partial","17-alpha-hydroxylase/17,20-lyase deficiency, combined partial",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800406,Disease,"MACULAR DEGENERATION, AGE-RELATED, 2, SUSCEPTIBILITY TO","MACULAR DEGENERATION, AGE-RELATED, 2, SUSCEPTIBILITY TO",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800439,Disease,Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome,Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800472,Disease,Glaucoma 3A,Glaucoma 3A,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800491,Disease,"Developmental and epileptic encephalopathy, 17","Developmental and epileptic encephalopathy, 17",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800497,Disease,Interstitial lung disease 2,Interstitial lung disease 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0800504,Disease,"Dyskeratosis congenita, autosomal dominant 2","Dyskeratosis congenita, autosomal dominant 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0850196,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0850197,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0850335,Disease,Li-fraumeni-like syndrome,Li-fraumeni-like syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0858939,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0858958,Disease,Encephalocraniocutaneous lipomatosis,Encephalocraniocutaneous lipomatosis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0858967,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859046,Disease,"Rhabdomyosarcoma, embryonal, 2","Rhabdomyosarcoma, embryonal, 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859142,Disease,Hiatt-Neu-Cooper neurodevelopmental syndrome,Hiatt-Neu-Cooper neurodevelopmental syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859169,Disease,White-Kernohan syndrome,White-Kernohan syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859178,Disease,"Developmental delay, impaired speech, and behavioral abnormalities","Developmental delay, impaired speech, and behavioral abnormalities",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859183,Disease,Sphingolipid activator protein 1 deficiency,Sphingolipid activator protein 1 deficiency,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859199,Disease,Developmental delay with or without intellectual impairment or behavioral abnormalities,Developmental delay with or without intellectual impairment or behavioral abnormalities,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859206,Disease,Neurodevelopmental disorder with hearing loss and spasticity,Neurodevelopmental disorder with hearing loss and spasticity,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859207,Disease,Neurodevelopmental disorder with hypotonia and gross motor and speech delay,Neurodevelopmental disorder with hypotonia and gross motor and speech delay,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859211,Disease,Neurodevelopmental disorder with hyperkinetic movements and dyskinesia,Neurodevelopmental disorder with hyperkinetic movements and dyskinesia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859228,Disease,Combined oxidative phosphorylation deficiency 55,Combined oxidative phosphorylation deficiency 55,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859237,Disease,"3-methylglutaconic aciduria, type VIIB","3-methylglutaconic aciduria, type VIIB",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859238,Disease,"Familial amyloid polyneuropathy, Iowa type","Familial amyloid polyneuropathy, Iowa type",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859239,Disease,Chilton-Okur-Chung neurodevelopmental syndrome,Chilton-Okur-Chung neurodevelopmental syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859243,Disease,"Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities","Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859247,Disease,Neurocardiofaciodigital syndrome,Neurocardiofaciodigital syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859249,Disease,Parenti-mignot neurodevelopmental syndrome,Parenti-mignot neurodevelopmental syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859254,Disease,Hepatorenocardiac degenerative fibrosis,Hepatorenocardiac degenerative fibrosis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859262,Disease,Inborn genetic diseases,Inborn genetic diseases,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859264,Disease,Congenital myopathy 11,Congenital myopathy 11,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859265,Disease,Neurodevelopmental disorder with epilepsy and brain atrophy,Neurodevelopmental disorder with epilepsy and brain atrophy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859278,Disease,"Arthrogryposis, renal dysfunction, and cholestasis 1","Arthrogryposis, renal dysfunction, and cholestasis 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859280,Disease,"Developmental delay, hypotonia, and impaired language","Developmental delay, hypotonia, and impaired language",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859281,Disease,Intellectual developmental disorder with autism and dysmorphic facies,Intellectual developmental disorder with autism and dysmorphic facies,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859292,Disease,Attention deficit hyperactivity disorder;Global developmental delay;Autistic behavior;Intellectual disability,Attention deficit hyperactivity disorder;Global developmental delay;Autistic behavior;Intellectual disability,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859296,Disease,"Neurodevelopmental disorder with poor growth, spastic tetraplegia, and hearing loss","Neurodevelopmental disorder with poor growth, spastic tetraplegia, and hearing loss",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859302,Disease,Hypermetabolism due to uncoupled mitochondrial oxidative phosphorylation 2,Hypermetabolism due to uncoupled mitochondrial oxidative phosphorylation 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859314,Disease,Developmental and epileptic encephalopathy 108,Developmental and epileptic encephalopathy 108,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859325,Disease,Developmental and epileptic encephalopathy 109,Developmental and epileptic encephalopathy 109,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859332,Disease,"Cortical dysplasia, complex, with other brain malformations 11","Cortical dysplasia, complex, with other brain malformations 11",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859347,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859372,Disease,"Cardiomyopathy, familial hypertrophic, 29, with polyglucosan bodies","Cardiomyopathy, familial hypertrophic, 29, with polyglucosan bodies",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859377,Disease,See cases,See cases,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859517,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0859523,Disease,"Congenital myopathy 2c, severe infantile, autosomal dominant","Congenital myopathy 2c, severe infantile, autosomal dominant",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0956964,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0956965,Disease,Breast adenocarcinoma,Breast adenocarcinoma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0956966,Disease,Juvenile nasopharyngeal angiofibroma,Juvenile nasopharyngeal angiofibroma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0956992,Disease,Congenital muscular hypertrophy-cerebral syndrome,Congenital muscular hypertrophy-cerebral syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
